STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	VIOL	PROPERTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
9999	2	4	2451	46	129	5178	5062	4	3	100	12	90	1	1	1	9	10	77	3	0
9999	2	4	2452	46	135	21905	21906	2	3	100	16	370	0	4	0	12	44	317	9	1
9999	2	4	2453	46	137	2129	2555	1	2	100	0	8	0	0	0	0	2	4	2	0
9999	2	4	2454	46	777	0	0	9	9	100	358	390	8	61	7	282	163	137	90	16
9999	2	4	2455	47	1	78859	74731	8	8	100	285	2773	1	32	47	205	939	1683	151	16
9999	2	4	2456	47	3	45674	45674	3	3	100	190	847	2	22	15	151	243	558	46	4
9999	2	4	2457	47	5	16205	16205	4	4	100	31	382	1	0	2	28	103	251	28	2
9999	2	4	2458	47	7	13266	13266	3	3	100	17	131	1	0	1	15	54	60	17	1
9999	2	4	2459	47	9	123719	123719	6	6	100	381	2859	3	34	40	303	851	1860	147	12
9999	2	4	2460	47	11	97737	97737	5	5	100	694	3037	3	28	49	614	748	2150	138	9
9999	2	4	2461	47	13	41151	41182	8	9	100	218	2273	0	9	25	183	686	1477	110	24
9999	2	4	2462	47	15	13950	13950	2	2	100	17	254	0	1	2	14	99	119	36	0
9999	2	4	2463	47	17	29040	28723	8	8	100	77	510	1	4	6	66	166	316	28	1
9999	2	4	2464	47	19	58659	59978	4	5	100	123	1517	1	8	18	96	440	1010	67	12
9999	2	4	2465	47	21	39902	39902	4	4	100	151	971	2	6	11	131	281	607	83	4
9999	2	4	2466	47	23	16446	16446	3	3	100	77	371	1	3	3	70	84	261	26	0
9999	2	4	2467	47	25	31725	31725	4	4	100	140	933	2	14	18	106	404	477	52	11
9999	2	4	2468	47	27	7797	7797	2	2	100	21	124	0	1	2	18	73	44	7	0
9999	2	4	2469	47	29	36035	36035	2	2	100	285	1835	1	4	37	243	577	1136	122	12
9999	2	4	2470	47	31	53823	52751	5	5	100	346	1820	2	15	25	304	317	1403	100	6
9999	2	4	2471	47	33	14189	14189	6	6	100	36	224	1	0	4	31	76	138	10	2
9999	2	4	2472	47	35	54541	54541	4	4	100	200	2124	6	12	21	161	715	1283	126	3
9999	2	4	2473	47	37	628812	628812	11	11	100	7067	30926	81	263	1996	4726	6519	22634	1773	77
9999	2	4	2474	47	39	10938	11277	3	4	100	19	247	1	2	1	15	86	152	9	1
9999	2	4	2475	47	41	18895	18895	4	4	100	58	535	1	0	9	48	157	350	28	7
9999	2	4	2476	47	43	48565	48565	8	8	100	192	1436	2	22	21	147	310	1010	116	15
9999	2	4	2477	47	45	37746	37746	4	4	100	251	1849	2	18	42	189	508	1252	89	4
9999	2	4	2478	47	47	39465	39465	9	9	100	225	784	1	8	17	198	257	459	68	2
9999	2	4	2479	47	49	17839	17839	3	3	100	77	548	0	0	2	75	234	284	30	3
9999	2	4	2480	47	51	40403	41500	9	11	100	107	900	1	9	6	90	229	634	37	9
9999	2	4	2481	47	53	50106	49533	10	10	100	280	1430	3	6	25	246	374	1002	54	14
9999	2	4	2482	47	55	29346	29242	6	6	100	84	695	3	7	11	63	200	467	28	2
9999	2	4	2483	47	57	23009	23009	4	4	100	39	527	0	2	10	27	171	314	42	4
9999	2	4	2484	47	59	66716	66716	6	6	100	237	1917	5	13	45	174	647	1159	111	12
9999	2	4	2485	47	61	14675	14251	3	3	100	63	309	0	0	3	60	91	169	49	2
9999	2	4	2486	47	63	62790	62772	5	5	100	308	2500	2	24	51	231	406	2007	87	10
9999	2	4	2487	47	65	336745	336745	13	13	100	2394	17701	19	95	588	1692	4200	12326	1175	34
9999	2	4	2488	47	67	6704	6704	2	2	100	6	167	0	0	1	5	65	100	2	1
9999	2	4	2489	47	69	27902	27902	6	6	100	165	725	6	10	12	137	248	418	59	8
9999	2	4	2490	47	71	26342	26381	4	5	100	156	1120	1	7	10	138	317	732	71	3
9999	2	4	2491	47	73	54953	58091	5	6	100	162	2074	5	5	23	129	670	1310	94	7
9999	2	4	2492	47	75	18996	18996	2	2	100	259	888	2	15	23	219	351	488	49	8
9999	2	4	2493	47	77	27491	27152	4	4	100	161	803	1	10	11	139	187	559	57	8
9999	2	4	2494	47	79	31855	31940	5	6	100	83	789	1	5	3	74	228	542	19	2
9999	2	4	2495	47	81	24076	24076	2	2	100	70	337	1	17	1	51	126	174	37	2
9999	2	4	2496	47	83	8175	8175	2	2	100	35	189	0	1	1	33	76	102	11	1
9999	2	4	2497	47	85	18231	18231	5	5	100	33	238	2	1	1	29	80	144	14	0
9999	2	4	2498	47	87	10860	10860	2	2	100	20	172	2	1	2	15	48	114	10	2
9999	2	4	2499	47	89	51993	52011	6	7	100	135	1432	1	10	20	104	437	919	76	7
9999	2	4	2500	47	91	18234	18234	2	2	100	101	273	2	2	3	94	150	101	22	1
9999	2	4	2501	47	93	436917	436917	3	3	100	2565	17724	26	167	813	1558	4467	12227	1029	109
9999	2	4	2502	47	95	7280	7280	4	4	100	32	110	0	0	1	31	34	72	4	0
9999	2	4	2503	47	97	26732	26732	6	6	100	176	998	1	4	19	152	403	531	64	3
9999	2	4	2504	47	99	41191	41191	7	7	100	234	1296	2	15	10	206	366	837	93	10
9999	2	4	2505	47	101	11621	11621	2	2	100	45	251	1	5	0	39	69	164	18	4
9999	2	4	2506	47	103	33478	33415	3	4	100	140	766	7	1	4	128	232	495	39	4
9999	2	4	2507	47	105	47472	47472	3	3	100	212	1122	1	9	22	180	338	711	73	8
9999	2	4	2508	47	107	53057	53057	6	6	100	409	2172	2	23	37	347	634	1383	155	7
9999	2	4	2509	47	109	25957	25918	5	5	100	72	715	3	7	6	56	198	472	45	6
9999	2	4	2510	47	111	22066	22066	3	3	100	60	266	4	3	1	52	69	180	17	0
9999	2	4	2511	47	113	97141	97169	4	5	100	730	5343	15	32	190	493	1428	3551	363	20
9999	2	4	2512	47	115	27988	28387	8	9	100	129	649	2	1	4	122	149	425	75	3
9999	2	4	2513	47	117	29992	30159	6	7	100	102	478	1	4	9	88	121	326	31	2
9999	2	4	2514	47	119	71606	83683	4	4	100	564	2774	4	35	82	443	648	1998	127	17
9999	2	4	2515	47	121	11903	11903	2	2	100	53	370	1	3	0	49	134	195	41	10
9999	2	4	2516	47	123	46573	46573	6	6	100	226	1099	2	11	10	203	299	723	77	11
9999	2	4	2517	47	125	157593	157593	5	5	100	953	5512	17	61	118	757	1844	3381	287	36
9999	2	4	2518	47	127	6264	6264	1	1	100	10	100	0	2	0	8	20	77	3	0
9999	2	4	2519	47	129	20484	20537	3	4	100	24	297	1	1	4	18	89	194	14	5
9999	2	4	2520	47	131	30804	31349	8	9	100	107	896	1	7	21	78	188	674	34	6
9999	2	4	2521	47	133	21131	21131	3	3	100	54	382	2	0	1	51	161	207	14	3
9999	2	4	2522	47	135	7790	7790	2	2	100	19	144	0	3	0	16	44	98	2	2
9999	2	4	2523	47	137	4802	4802	2	2	100	1	53	0	0	1	0	3	47	3	0
9999	2	4	2524	47	139	15672	15672	4	4	100	39	362	0	0	2	37	77	236	49	2
9999	2	4	2525	47	141	72415	72415	8	8	100	260	2717	4	27	49	180	661	1951	105	8
9999	2	4	2526	47	143	31149	31149	4	4	100	113	681	1	3	5	104	152	484	45	2
9999	2	4	2527	47	145	49717	53761	5	7	100	131	1732	2	8	24	97	417	1222	93	5
9999	2	4	2528	47	147	60362	66330	6	9	100	346	1523	1	25	57	263	404	1022	97	16
9999	2	4	2529	47	149	258698	258698	6	6	100	1150	8206	8	90	237	815	2382	5439	385	37
9999	2	4	2530	47	151	22205	22205	3	3	100	107	746	0	10	0	97	254	454	38	4
9999	2	4	2531	47	153	13886	13886	2	2	100	83	287	0	10	3	70	92	167	28	3
9999	2	4	2532	47	155	86702	86702	6	6	100	274	4656	5	30	44	195	1585	2843	227	7
9999	2	4	2533	47	157	910550	910550	15	14	100	12898	53849	143	442	4265	8048	15719	33588	4542	375
9999	2	4	2534	47	159	19318	19318	4	4	100	36	178	0	0	1	35	37	125	16	1
9999	2	4	2535	47	161	13357	13357	3	3	100	48	230	0	1	3	44	98	119	13	1
9999	2	4	2536	47	163	157288	154480	8	9	100	856	5825	4	63	83	706	1433	4120	271	39
9999	2	4	2537	47	165	170701	164733	11	11	100	526	3675	3	41	57	425	802	2708	164	32
9999	2	4	2538	47	167	59746	59746	6	6	100	366	1670	2	26	22	316	445	1093	132	7
9999	2	4	2539	47	169	7906	7906	2	2	100	23	166	0	1	3	19	51	101	14	3
9999	2	4	2540	47	171	17778	17778	2	2	100	33	198	0	0	2	31	43	139	16	3
9999	2	4	2541	47	173	19199	19199	3	3	100	48	389	0	1	5	42	137	219	33	2
9999	2	4	2542	47	175	5495	5495	2	2	100	8	83	1	1	0	6	24	51	8	0
9999	2	4	2543	47	177	40128	40128	4	4	100	104	997	5	6	9	83	249	661	87	4
9999	2	4	2544	47	179	121964	120315	5	5	100	518	3854	10	31	70	406	958	2724	171	18
9999	2	4	2545	47	181	16641	16641	4	4	100	38	158	1	1	0	36	41	96	21	5
9999	2	4	2546	47	183	33080	33312	7	8	100	100	883	1	8	13	78	204	655	24	3
9999	2	4	2547	47	185	25439	25439	2	2	100	80	891	2	5	9	64	210	630	51	9
9999	2	4	2548	47	187	189729	177652	7	7	100	227	2457	2	16	24	185	507	1854	97	9
9999	2	4	2549	47	189	112707	112707	5	5	100	521	2715	3	31	47	440	680	1874	160	3
9999	2	4	2550	48	1	57101	57101	3	3	100	227	1385	5	23	37	162	594	730	61	16
9999	2	4	2551	48	3	13744	13744	2	2	100	90	421	2	10	0	78	116	288	17	4
9999	2	4	2552	48	5	83443	83443	5	5	100	322	3204	5	22	62	233	903	2202	99	2
9999	2	4	2553	48	7	24113	25204	2	3	100	52	1100	0	4	3	45	375	686	39	1
9999	2	4	2554	48	9	9151	9151	2	2	100	10	92	0	1	2	7	40	48	4	3
9999	2	4	2555	48	11	2121	2121	1	1	100	0	18	0	0	0	0	2	10	6	2
9999	2	4	2556	48	13	44945	44518	5	5	100	98	913	3	18	9	68	293	567	53	6
9999	2	4	2557	48	15	27249	27249	5	5	100	79	403	1	3	9	66	117	257	29	0
9999	2	4	2558	48	17	6252	6252	2	2	100	18	132	0	3	1	14	59	71	2	1
9999	2	4	2559	48	19	20622	20622	1	1	100	19	189	0	0	1	18	69	118	2	0
9999	2	4	2560	48	21	75853	75494	4	4	100	356	1754	4	28	26	298	506	1143	105	18
9999	2	4	2561	48	23	3705	3705	2	2	100	14	52	0	0	2	12	23	22	7	0
9999	2	4	2562	48	25	32743	32743	2	2	100	111	565	0	22	8	81	168	381	16	0
9999	2	4	2563	48	27	291029	291029	13	13	100	1115	10370	12	150	277	676	2938	7058	374	63
9999	2	4	2564	48	29	1651624	1651795	28	30	100	8788	104635	117	749	2896	5026	21318	76816	6501	538
9999	2	4	2565	48	31	9164	9164	3	3	100	27	172	0	2	3	22	65	96	11	3
9999	2	4	2566	48	33	582	582	1	1	100	0	6	0	0	0	0	3	1	2	0
9999	2	4	2567	48	35	17837	17040	4	3	100	10	107	1	2	2	5	28	67	12	0
9999	2	4	2568	48	37	92723	92723	7	7	100	713	3576	12	43	159	499	1159	2208	209	35
9999	2	4	2569	48	39	313983	308609	20	20	100	679	6745	6	76	135	462	1787	4603	355	22
9999	2	4	2570	48	41	177971	177971	4	4	100	801	8465	4	78	156	563	1989	6189	287	34
9999	2	4	2571	48	43	9393	9393	3	3	100	27	184	0	5	3	19	68	105	11	2
9999	2	4	2572	48	45	1432	1432	1	1	100	0	11	0	0	0	0	4	6	1	0
9999	2	4	2573	48	47	7514	7514	2	2	100	36	258	1	0	3	32	117	138	3	13
9999	2	4	2574	48	49	38495	38495	4	4	100	119	1068	2	1	8	108	265	775	28	5
9999	2	4	2575	48	51	16636	16636	3	3	100	31	252	0	6	4	21	131	94	27	5
9999	2	4	2576	48	53	45310	45809	6	7	100	86	879	0	11	5	70	228	605	46	11
9999	2	4	2577	48	55	36072	37469	4	6	100	171	814	0	10	11	150	254	518	42	4
9999	2	4	2578	48	57	20399	20399	4	4	100	94	483	1	5	2	86	124	335	24	2
9999	2	4	2579	48	59	13618	13618	3	3	100	15	141	0	5	1	9	39	95	7	3
9999	2	4	2580	48	61	399958	399958	17	16	100	1337	19074	8	95	297	937	3736	14544	794	83
9999	2	4	2581	48	63	12805	12805	2	2	100	41	287	0	8	11	22	110	163	14	1
9999	2	4	2582	48	65	6230	6230	2	2	100	11	46	1	2	0	8	11	32	3	0
9999	2	4	2583	48	67	29192	29192	5	5	100	94	732	4	12	7	71	283	386	63	1
9999	2	4	2584	48	69	7024	7024	2	2	100	18	193	0	0	1	17	73	111	9	2
9999	2	4	2585	48	71	26699	29765	3	4	100	105	770	2	5	9	89	218	470	82	3
9999	2	4	2586	48	73	48399	48367	6	6	100	241	1521	3	33	27	178	531	898	92	10
9999	2	4	2587	48	75	7527	7527	2	2	100	24	110	0	2	6	16	56	47	7	0
9999	2	4	2588	48	77	10879	10879	1	1	100	10	113	0	0	1	9	44	66	3	2
9999	2	4	2589	48	79	2909	2909	1	1	100	3	67	1	0	0	2	25	38	4	1
9999	2	4	2590	48	81	3446	3446	1	1	100	1	14	0	0	0	1	11	3	0	0
9999	2	4	2591	48	83	8522	8522	3	3	100	7	213	0	1	1	5	103	99	11	6
9999	2	4	2592	48	85	743012	799460	15	19	100	1517	20353	17	198	477	825	4412	14636	1305	85
9999	2	4	2593	48	87	2966	2966	1	1	100	0	2	0	0	0	0	2	0	0	0
9999	2	4	2594	48	89	20801	20801	4	4	100	83	323	2	10	11	60	118	195	10	1
9999	2	4	2595	48	91	115873	113872	3	6	100	299	2981	1	32	48	218	646	2217	118	21
9999	2	4	2596	48	93	13442	13442	3	3	100	24	314	0	5	1	18	98	210	6	2
9999	2	4	2597	48	95	3578	3578	2	2	100	3	58	0	0	0	3	17	40	1	1
9999	2	4	2598	48	97	38670	38670	4	4	100	118	1134	0	11	17	90	396	677	61	9
9999	2	4	2599	48	99	73404	72476	3	3	100	151	1297	1	8	18	124	383	873	41	24
9999	2	4	2600	48	101	1592	1592	2	2	100	2	27	0	0	0	2	23	4	0	0
9999	2	4	2601	48	103	4029	4029	2	2	100	6	64	0	1	0	5	20	43	1	0
9999	2	4	2602	48	105	3782	3782	1	1	50	14	32	0	0	0	14	4	26	2	0
9999	2	4	2603	48	107	6109	6109	3	3	100	7	53	0	0	0	7	20	30	3	0
9999	2	4	2604	48	109	2382	2382	1	1	100	0	11	0	0	0	0	2	9	0	0
9999	2	4	2605	48	111	8612	6278	2	2	100	12	116	1	1	1	9	39	71	6	1
9999	2	4	2606	48	113	2542118	2437162	35	39	99.7466	13251	118106	190	727	6661	5673	30379	73046	14681	874
9999	2	4	2607	48	115	13472	13574	2	3	99.5617	38	362	1	3	0	34	120	222	20	6
9999	2	4	2608	48	117	18521	18521	2	2	100	78	541	1	0	11	66	165	352	24	5
9999	2	4	2609	48	119	5478	5478	1	1	100	12	105	0	0	0	12	35	69	1	2
9999	2	4	2610	48	121	663301	663646	22	29	100	1232	15129	13	168	385	666	3368	10479	1282	66
9999	2	4	2611	48	123	17533	19574	3	4	100	34	334	1	6	4	23	141	180	13	4
9999	2	4	2612	48	125	2424	2424	2	2	100	3	5	0	0	0	3	4	1	0	0
9999	2	4	2613	48	127	9719	9719	1	1	100	49	167	0	3	0	46	57	97	13	1
9999	2	4	2614	48	129	3857	3857	1	1	100	10	50	0	0	0	10	21	26	3	0
9999	2	4	2615	48	131	12813	11938	3	3	100	45	242	0	0	2	43	115	116	11	4
9999	2	4	2616	48	133	18193	18193	6	6	100	47	304	0	5	6	36	89	205	10	1
9999	2	4	2617	48	135	134795	133400	4	4	100	894	5663	7	36	216	635	1611	3724	328	33
9999	2	4	2618	48	137	1934	1934	1	1	100	6	38	1	1	0	4	18	17	3	6
9999	2	4	2619	48	139	147719	152979	10	14	100	396	3719	9	34	59	294	1022	2442	255	23
9999	2	4	2620	48	141	749958	749958	10	10	100	3272	21863	16	231	510	2515	2785	16940	2138	138
9999	2	4	2621	48	143	36236	36236	4	4	100	85	804	0	17	8	60	144	631	29	3
9999	2	4	2622	48	145	16745	16747	4	5	100	51	204	0	2	4	45	88	95	21	4
9999	2	4	2623	48	147	33481	33481	2	2	100	42	532	0	7	2	33	163	343	26	8
9999	2	4	2624	48	149	22821	22821	4	4	100	22	280	0	1	3	18	75	192	13	2
9999	2	4	2625	48	151	3872	3872	1	1	100	6	58	1	3	0	2	28	28	2	1
9999	2	4	2626	48	153	6334	6334	3	3	100	23	160	0	2	0	21	66	88	6	2
9999	2	4	2627	48	155	1337	1337	2	2	100	2	3	0	2	0	0	0	3	0	0
9999	2	4	2628	48	157	522386	556084	11	13	100	1945	12409	20	123	528	1274	3414	8183	812	66
9999	2	4	2629	48	159	10395	11204	1	2	100	23	97	1	1	2	19	52	40	5	0
9999	2	4	2630	48	161	19058	19058	4	4	100	54	334	1	0	3	50	107	180	47	4
9999	2	4	2631	48	163	16177	16177	3	3	100	37	290	0	1	3	33	123	157	10	3
9999	2	4	2632	48	165	15171	15171	3	3	100	15	199	0	2	0	13	49	133	17	1
9999	2	4	2633	48	167	303037	293050	15	15	100	1257	10846	19	150	360	728	3067	7135	644	202
9999	2	4	2634	48	169	4609	4609	1	1	100	6	61	0	1	1	4	23	34	4	0
9999	2	4	2635	48	171	24150	24150	2	2	100	16	293	0	2	2	12	42	244	7	0
9999	2	4	2636	48	173	1194	1194	1	1	100	1	17	0	0	0	1	3	13	1	2
9999	2	4	2637	48	175	7179	7179	1	1	100	11	55	0	1	0	10	31	21	3	0
9999	2	4	2638	48	177	19232	19232	4	4	100	137	534	1	7	10	119	174	337	23	0
9999	2	4	2639	48	179	22237	22237	2	2	100	127	981	0	0	11	116	293	644	44	4
9999	2	4	2640	48	181	119831	119831	12	12	99.5665	343	3892	4	10	67	262	942	2768	182	24
9999	2	4	2641	48	183	125451	118367	5	5	100	867	7108	14	63	208	582	1571	4896	641	46
9999	2	4	2642	48	185	26190	26190	2	2	100	77	602	2	6	16	53	193	371	38	4
9999	2	4	2643	48	187	120076	120814	4	6	100	287	3008	4	34	53	196	724	2146	138	13
9999	2	4	2644	48	189	35808	35125	4	4	100	96	1219	0	10	13	73	323	854	42	4
9999	2	4	2645	48	191	3365	3365	2	2	100	5	33	0	0	0	5	15	14	4	1
9999	2	4	2646	48	193	8085	6743	2	1	100	16	95	1	1	1	13	32	51	12	3
9999	2	4	2647	48	195	5278	5278	3	3	89.352	10	87	0	2	1	7	13	71	3	1
9999	2	4	2648	48	197	3914	3914	2	2	100	15	141	1	4	2	8	64	73	4	1
9999	2	4	2649	48	199	52661	52661	5	5	100	96	882	2	9	13	72	258	545	79	3
9999	2	4	2650	48	201	4080995	4057666	40	44	100	35470	194559	396	1253	14769	19052	47547	125342	21670	1456
9999	2	4	2651	48	203	62061	63834	4	5	100	299	2149	7	18	35	239	841	1198	110	5
9999	2	4	2652	48	205	2795	5129	1	2	100	8	57	0	2	0	6	16	39	2	2
9999	2	4	2653	48	207	5096	5137	2	3	100	9	104	0	0	0	9	35	66	3	1
9999	2	4	2654	48	209	157175	156659	4	5	100	344	3689	1	33	55	255	776	2797	116	5
9999	2	4	2655	48	211	3493	3493	1	1	100	17	52	0	4	0	13	17	32	3	0
9999	2	4	2656	48	213	79507	79249	9	7	100	408	2206	6	65	41	296	737	1281	188	6
9999	2	4	2657	48	215	746767	746767	23	22	100	3036	37311	40	212	691	2093	7935	26750	2626	231
9999	2	4	2658	48	217	36031	36031	5	5	100	40	708	2	7	12	19	217	458	33	5
9999	2	4	2659	48	219	22179	22179	4	4	99.6183	81	614	1	15	8	57	198	395	21	10
9999	2	4	2660	48	221	51757	51757	3	3	100	85	1100	1	9	3	72	269	769	62	7
9999	2	4	2661	48	223	34044	34044	2	2	100	63	496	2	12	9	40	158	319	19	1
9999	2	4	2662	48	225	22671	22671	3	3	100	50	466	0	4	4	42	128	309	29	2
9999	2	4	2663	48	227	32472	32472	2	2	100	191	1810	2	24	41	124	394	1356	60	24
9999	2	4	2664	48	229	3118	3118	1	1	100	2	22	0	0	0	2	10	11	1	0
9999	2	4	2665	48	231	83573	83573	9	9	100	384	2876	2	15	69	298	987	1732	157	6
9999	2	4	2666	48	233	21298	19516	3	2	100	213	821	0	25	9	179	223	560	38	2
9999	2	4	2667	48	235	1694	1694	1	1	100	3	32	0	0	0	3	9	23	0	0
9999	2	4	2668	48	237	8806	8806	2	2	100	6	127	0	1	0	5	44	69	14	0
9999	2	4	2669	48	239	14132	14132	3	3	100	42	216	1	6	1	34	76	133	7	0
9999	2	4	2670	48	241	34277	34277	3	3	100	111	664	1	12	9	89	186	437	41	1
9999	2	4	2671	48	243	2282	2282	1	1	100	6	8	0	2	2	2	3	3	2	0
9999	2	4	2672	48	245	242420	242420	7	7	100	1592	11066	13	119	548	912	3166	7297	603	96
9999	2	4	2673	48	247	4994	4994	1	1	100	4	68	0	0	0	4	18	45	5	0
9999	2	4	2674	48	249	40430	41305	4	5	100	283	2062	0	11	20	252	793	1178	91	25
9999	2	4	2675	48	251	159238	156949	7	8	100	435	3744	1	54	51	329	797	2759	188	23
9999	2	4	2676	48	253	13210	19055	5	6	100	57	501	0	8	8	41	137	341	23	2
9999	2	4	2677	48	255	15025	15025	3	3	100	30	269	0	5	2	23	114	147	8	1
9999	2	4	2678	48	257	104116	104430	7	9	100	433	3206	4	22	61	346	1080	1869	257	20
9999	2	4	2679	48	259	32988	34102	2	3	100	40	506	0	17	5	18	97	389	20	1
9999	2	4	2680	48	261	385	385	1	1	100	3	8	0	3	0	0	4	3	1	1
9999	2	4	2681	48	263	695	695	1	1	100	5	7	0	0	0	5	3	4	0	1
9999	2	4	2682	48	265	48841	48841	3	3	100	107	1315	2	20	14	71	271	998	46	4
9999	2	4	2683	48	267	4431	4431	2	2	100	12	78	0	1	1	10	21	55	2	1
9999	2	4	2684	48	269	274	274	1	1	100	0	5	0	0	0	0	0	5	0	0
9999	2	4	2685	48	271	3220	3220	1	1	100	1	27	0	0	0	1	14	8	5	0
9999	2	4	2686	48	273	30457	30687	3	4	100	234	1723	0	17	18	199	528	1144	51	6
9999	2	4	2687	48	275	3313	3313	2	2	100	6	37	0	0	1	5	13	23	1	0
9999	2	4	2688	48	277	49414	49414	4	4	100	232	2188	0	14	41	177	545	1586	57	13
9999	2	4	2689	48	279	13486	13486	5	5	98.7765	41	328	1	2	1	37	109	209	9	2
9999	2	4	2690	48	281	20703	21631	3	4	100	32	307	0	2	5	25	80	214	13	6
9999	2	4	2691	48	283	5866	5866	1	1	100	3	67	0	0	0	3	16	51	0	1
9999	2	4	2692	48	285	20656	18615	3	3	100	23	297	1	1	5	16	133	160	4	0
9999	2	4	2693	48	287	16495	16495	3	3	100	58	307	0	8	2	48	80	215	12	1
9999	2	4	2694	48	289	17045	17045	1	1	100	31	132	0	7	4	20	62	55	15	0
9999	2	4	2695	48	291	75964	75964	4	4	100	293	2540	5	12	37	239	736	1521	283	23
9999	2	4	2696	48	293	22231	22231	4	4	100	90	869	0	26	15	49	279	558	32	11
9999	2	4	2697	48	295	2979	2979	1	1	100	2	16	0	1	0	1	3	11	2	0
9999	2	4	2698	48	297	11150	11150	2	2	100	7	105	0	2	0	5	48	47	10	0
9999	2	4	2699	48	299	19068	18569	4	4	100	19	538	3	8	1	7	189	338	11	1
9999	2	4	2700	48	301	40	40	1	1	100	0	11	0	0	0	0	1	10	0	0
9999	2	4	2701	48	303	266499	267182	9	10	100	2308	14400	14	118	325	1851	4241	9552	607	77
9999	2	4	2702	48	305	5818	5716	3	3	91.846	1	85	0	1	0	0	31	52	2	1
9999	2	4	2703	48	307	7927	7927	2	2	100	17	185	0	1	2	14	45	134	6	0
9999	2	4	2704	48	309	232322	232320	17	17	100	1264	10407	14	123	260	867	2538	7392	477	36
9999	2	4	2705	48	311	837	837	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	2706	48	313	13449	13449	2	2	100	71	337	0	5	27	39	109	196	32	0
9999	2	4	2707	48	315	10512	10512	2	2	100	39	275	0	11	2	26	118	140	17	2
9999	2	4	2708	48	317	4117	4496	2	3	100	4	71	1	0	1	2	22	45	4	1
9999	2	4	2709	48	319	3902	3902	1	1	100	4	60	0	2	0	2	10	45	5	0
9999	2	4	2710	48	321	37230	37230	4	4	100	125	1412	3	12	31	79	415	979	18	19
9999	2	4	2711	48	323	52914	52914	2	2	100	110	1712	0	0	7	103	506	1169	37	1
9999	2	4	2712	48	325	44486	44891	5	6	99.207	119	739	2	15	12	90	225	487	28	6
9999	2	4	2713	48	327	2117	2117	1	1	100	6	7	0	1	1	4	3	4	0	0
9999	2	4	2714	48	329	130278	131294	3	4	100	468	4559	3	52	89	324	1116	3228	215	4
9999	2	4	2715	48	331	24992	24992	4	4	100	37	535	0	1	5	31	133	379	23	6
9999	2	4	2716	48	333	4989	4989	1	1	100	11	56	0	0	0	11	18	34	4	0
9999	2	4	2717	48	335	9196	9196	2	2	100	16	174	2	8	0	6	28	142	4	3
9999	2	4	2718	48	337	19802	18828	4	3	100	34	502	0	3	3	28	146	333	23	4
9999	2	4	2719	48	339	447772	448449	9	10	100	1404	11407	9	84	300	1011	3107	7418	882	42
9999	2	4	2720	48	341	20354	20354	3	3	100	73	519	1	13	3	56	94	401	24	2
9999	2	4	2721	48	343	12916	11515	4	3	100	44	290	1	2	6	35	124	151	15	0
9999	2	4	2722	48	345	1243	1243	1	1	100	2	9	0	0	0	2	3	6	0	0
9999	2	4	2723	48	347	63238	63238	3	3	100	277	1951	5	40	41	191	466	1395	90	14
9999	2	4	2724	48	349	49993	49993	3	3	100	141	1842	4	15	25	97	552	1185	105	12
9999	2	4	2725	48	351	13631	13631	1	1	100	13	134	2	2	0	9	45	87	2	0
9999	2	4	2726	48	353	14802	14802	3	3	100	185	573	0	17	15	153	137	406	30	1
9999	2	4	2727	48	355	323447	323394	8	9	100	2519	17683	14	223	482	1800	3443	13602	638	88
9999	2	4	2728	48	357	9696	9696	2	2	100	20	141	1	1	0	18	47	81	13	0
9999	2	4	2729	48	359	2050	2050	1	1	100	0	21	0	0	0	0	5	15	1	0
9999	2	4	2730	48	361	82903	82903	7	7	100	333	2970	4	37	78	214	939	1816	215	17
9999	2	4	2731	48	363	29779	27561	2	2	100	91	971	1	22	7	61	255	663	53	4
9999	2	4	2732	48	365	22927	23145	2	3	100	43	388	0	2	3	38	119	222	47	0
9999	2	4	2733	48	367	110310	114733	5	7	100	164	2365	1	13	18	132	638	1598	129	5
9999	2	4	2734	48	369	9154	9154	4	4	98.4706	21	138	0	1	0	20	65	64	8	2
9999	2	4	2735	48	371	16282	16282	2	2	100	62	426	0	2	4	56	103	311	12	0
9999	2	4	2736	48	373	46734	46734	4	4	100	125	1020	1	41	12	71	340	602	78	5
9999	2	4	2737	48	375	203728	121872	4	4	100	917	6489	7	57	202	651	1505	4569	415	46
9999	2	4	2738	48	377	7489	7489	3	3	87.742	9	83	0	2	0	7	23	57	3	5
9999	2	4	2739	48	379	11463	11463	1	1	100	10	167	0	2	0	8	72	91	4	0
9999	2	4	2740	48	381	33961	115817	3	4	100	733	5311	5	49	156	523	1283	3696	332	38
9999	2	4	2741	48	383	3067	3067	1	1	100	1	23	0	0	0	1	10	13	0	0
9999	2	4	2742	48	385	2859	2859	1	1	100	1	10	0	0	0	1	5	4	1	0
9999	2	4	2743	48	387	12828	12828	3	3	100	52	182	2	1	5	44	80	90	12	2
9999	2	4	2744	48	389	10873	10873	2	2	100	34	260	0	5	6	23	65	181	14	1
9999	2	4	2745	48	391	7307	7307	2	2	100	13	79	0	0	0	13	28	45	6	1
