STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	2	8	80	2	150	710231	705891	6130	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	81	2	164	710231	705891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	82	2	170	710231	705891	15680	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	83	2	180	710231	705891	3598	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	84	2	185	710231	705891	9430	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	85	2	188	710231	705891	3201	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	86	2	201	710231	705891	1201	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	87	2	220	710231	705891	8881	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	88	2	232	710231	705891	920	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	89	2	240	710231	705891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	90	2	261	710231	705891	6215	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	91	2	270	710231	705891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	92	2	280	710231	705891	5317	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	93	2	282	710231	705891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	94	2	290	710231	705891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	95	2	777	710231	705891	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	96	2	999	710231	705891	245582	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	97	4	1	6392017	6351516	71518	4	4	88.004	0	0	0	0	0	0	0	0	0	0
9999	2	8	98	4	3	6392017	6351516	126241	8	7	98.4848	0	0	0	0	0	0	0	0	0	0
9999	2	8	99	4	5	6392017	6351516	134421	6	7	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	100	4	7	6392017	6351516	52582	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	101	4	9	6392017	6351516	37220	4	4	73.7643	0	0	0	0	0	0	0	0	0	0
9999	2	8	102	4	11	6392017	6351516	3311	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	103	4	12	6392017	6351516	20489	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	104	4	13	6392017	6351516	3817117	20	20	99.9861	14	5	0	0	0	14	0	5	0	0
9999	2	8	105	4	15	6392017	6351516	200186	5	5	97.8134	1	0	0	0	0	1	0	0	0	0
9999	2	8	106	4	17	6392017	6351516	107449	6	6	98.5024	0	0	0	0	0	0	0	0	0	0
